,subj,pred,obj
8377,"Short stature, Hyperextensibility, Hernia, Ocular depression, Rieger anomaly and Teething delay; Aarskog-Ose-Pande syndrome; Partial lipodystrophy with Rieger anomaly and short stature",same,Camptocormia
8378,"Short stature, Hyperextensibility, Hernia, Ocular depression, Rieger anomaly and Teething delay; Aarskog-Ose-Pande syndrome; Partial lipodystrophy with Rieger anomaly and short stature",same,Short ear
8379,"Short stature, Hyperextensibility, Hernia, Ocular depression, Rieger anomaly and Teething delay; Aarskog-Ose-Pande syndrome; Partial lipodystrophy with Rieger anomaly and short stature",same,Synostosis of the proximal phalanx of the thumb with the 1st metacarpal
8380,"Short stature, Hyperextensibility, Hernia, Ocular depression, Rieger anomaly and Teething delay; Aarskog-Ose-Pande syndrome; Partial lipodystrophy with Rieger anomaly and short stature",same,Abnormal hair laboratory examination
8381,"Short stature, Hyperextensibility, Hernia, Ocular depression, Rieger anomaly and Teething delay; Aarskog-Ose-Pande syndrome; Partial lipodystrophy with Rieger anomaly and short stature",same,Abnormal number of incisors
8382,"Short stature, Hyperextensibility, Hernia, Ocular depression, Rieger anomaly and Teething delay; Aarskog-Ose-Pande syndrome; Partial lipodystrophy with Rieger anomaly and short stature",same,Abnormal fundus morphology
8383,"Short stature, Hyperextensibility, Hernia, Ocular depression, Rieger anomaly and Teething delay; Aarskog-Ose-Pande syndrome; Partial lipodystrophy with Rieger anomaly and short stature",same,Myxoid liposarcoma
8384,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Adenoiditis
8385,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Inflammatory arteriopathy
8386,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Premature chromatid separation
8387,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Hypodysplasia of the corpus callosum
8388,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Abnormal liver lobulation
8389,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Hypoplastic female external genitalia
8390,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Intimal thickening in the coronary arteries
8391,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Left aortic arch with right descending aorta and right ductus arteriosus
8392,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Widened metacarpal shaft
8393,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Peripheral opacification of the cornea
8394,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Interphalangeal joint erosions
8395,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Interphalangeal joint contracture of finger
8396,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Distal tapering of metatarsals
8397,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Ankylosis of feet small joints
8398,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Sclerotic cranial sutures
8399,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Partial duplication of the phalanges of the hallux
8400,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Unilateral alveolar cleft of maxilla
8401,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Peg-shaped maxillary lateral incisors
8402,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Complete duplication of hallux phalanx
8403,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Agenesis of central incisor
8404,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Proximal limb muscle stiffness
8405,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Axial muscle stiffness
8406,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Asymmetric limb muscle stiffness
8407,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Paraspinal muscle hypertrophy
8408,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Soft tissue swelling of interphalangeal joints
8409,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Triceps weakness
8410,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Rigors
8411,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Atrophic muscularis propria
8412,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Pappenheimer bodies
8413,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Irregular sclerotic endplates
8414,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,"Flared, irregular rib ends"
8415,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Pear-shaped vertebrae
8416,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Tibialis atrophy
8417,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Sternocleidomastoid amyotrophy
8418,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Rectus femoris muscle atrophy
8419,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Frog-leg posture
8420,DBA; Anemia Diamond Blackfan type; Blackfan Diamond syndrome;,same,Superior lens subluxation
8421,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Nasal flaring
8422,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Anterolateral radial head dislocation
8423,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Hypoplastic distal humeri
8424,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Retinitis
8425,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Deviation of the hallux
8426,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Aplasia of the epiglottis
8427,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Fetal fifth finger clinodactyly
8428,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Recurrent patellar dislocation
8429,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Transient hypogammaglobulinemia of infancy
8430,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Spinal instability
8431,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Abnormal reticulocyte morphology
8432,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Atlantoaxial abnormality
8433,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Megaduodenum
8434,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Relatively short spine
8435,Aase-Smith syndrome I; Joint contractures with other abnormalities,same,Long coccyx
8436,AAT4; FAA4; Aortic aneurysm/aortic dissection and patent ductus arteriosus,same,Hyperplasia of the femoral trochanters
8437,AAT4; FAA4; Aortic aneurysm/aortic dissection and patent ductus arteriosus,same,Dumbbell-shaped metaphyses
8438,AAT4; FAA4; Aortic aneurysm/aortic dissection and patent ductus arteriosus,same,Absent primary metaphyseal spongiosa
8439,AAT4; FAA4; Aortic aneurysm/aortic dissection and patent ductus arteriosus,same,Abnormal metaphyseal vascular invasion
8440,AAT4; FAA4; Aortic aneurysm/aortic dissection and patent ductus arteriosus,same,Halberd-shaped pelvis
8441,AAT4; FAA4; Aortic aneurysm/aortic dissection and patent ductus arteriosus,same,Multiple small vertebral fractures
8442,AAT4; FAA4; Aortic aneurysm/aortic dissection and patent ductus arteriosus,same,Multiple digital exostoses
8443,AAT4; FAA4; Aortic aneurysm/aortic dissection and patent ductus arteriosus,same,Moderate sensorineural hearing impairment
8444,Ataxia-oculomotor apraxia 3; Aaxia-oculomotor apraxia-3; AOA3,same,Flared radial metaphysis
8445,Ataxia-oculomotor apraxia 3; Aaxia-oculomotor apraxia-3; AOA3,same,Broad tibial metaphyses
8446,Ataxia-oculomotor apraxia 3; Aaxia-oculomotor apraxia-3; AOA3,same,Abnormal metacarpal morphology
8447,Ataxia-oculomotor apraxia 3; Aaxia-oculomotor apraxia-3; AOA3,same,Hypoplastic distal radial epiphyses
8448,Ataxia-oculomotor apraxia 3; Aaxia-oculomotor apraxia-3; AOA3,same,Hypoplasia of the tooth germ
8449,Ataxia-oculomotor apraxia 3; Aaxia-oculomotor apraxia-3; AOA3,same,Expanded phalanges with widened medullary cavities
8450,Ataxia-oculomotor apraxia 3; Aaxia-oculomotor apraxia-3; AOA3,same,Expanded metatarsals with widened medullary cavities
8451,Ataxia-oculomotor apraxia 3; Aaxia-oculomotor apraxia-3; AOA3,same,Expanded metacarpals with widened medullary cavities
8452,Ataxia-oculomotor apraxia 3; Aaxia-oculomotor apraxia-3; AOA3,same,Aortic arch calcification
8453,"Aneurysm, abdominal aortic",same,Unfavorable response of muscle weakness to acetylcholine esterase inhibitors
8454,"Aneurysm, abdominal aortic",same,Anhidrotic ectodermal dysplasia
8455,"Aneurysm, abdominal aortic",same,Progressive pulmonary function impairment
8456,"Aneurysm, abdominal aortic",same,Neoplasm of the posterior pituitary
8457,"Aneurysm, abdominal aortic",same,Hypothalamic hypothyroidism
8458,"Aneurysm, abdominal aortic",same,Abnormal kinetic perimetry test
8459,"Aneurysm, abdominal aortic",same,Abnormal central sensory function
8460,"Aneurysm, abdominal aortic",same,Focal T2 hypointense thalamic lesion
8461,"Aneurysm, abdominal aortic",same,Decreased circulating follicle stimulating hormone level
8462,"Aneurysm, abdominal aortic",same,Increased sensitivity to ionizing radiation
8463,"Aneurysm, abdominal aortic",same,Chromosomal breakage induced by ionizing radiation
8464,"Aneurysm, abdominal aortic",same,Aplasia/Hypoplasia of the colon
8465,"Aneurysm, abdominal aortic",same,Abnormal lip morphology
8466,"Aneurysm, abdominal aortic",same,Prominent corneal nerve fibers
8467,"Aneurysm, abdominal aortic",same,Ganglioneuromatosis
8468,"Aneurysm, abdominal aortic",same,Cervical neoplasm
8469,"Aneurysm, abdominal aortic",same,Nodular goiter
8470,"Aneurysm, abdominal aortic",same,Thyroid C cell hyperplasia
8471,"Aneurysm, abdominal aortic",same,Cutaneous lichen amyloidosis
8472,"Aneurysm, abdominal aortic",same,Elevated urinary vanillylmandelic acid
8473,"Aneurysm, abdominal aortic",same,C3 nephritic factor positivity
8474,"Aneurysm, abdominal aortic",same,Complete duplication of the distal phalanges of the hand
8475,"Aneurysm, abdominal aortic",same,Obtuse angle of mandible
8476,"Aneurysm, abdominal aortic",same,Widened cerebral subarachnoid space
8477,"Aneurysm, abdominal aortic",same,Paroxysmal atrial tachycardia
8478,"Aneurysm, abdominal aortic",same,Uncontrolled eye movements
8479,,same,Hypoplasia of the retina
8480,,same,Enlarged flash visual evoked potentials
8481,,same,Cardiogenic shock
8482,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Abnormal atrioventricular valve morphology
8483,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Bitemporal hollowing
8484,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Midline brain calcifications
8485,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Cerebellar ataxia associated with quadrupedal gait
8486,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Focal hyperkinetic seizure
8487,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Progressive leg bowing
8488,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Proximal femoral metaphyseal abnormality
8489,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Distal tibial bowing
8490,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Broad middle phalanx of finger
8491,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Ulnar metaphyseal irregularity
8492,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Radial metaphyseal irregularity
8493,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Osteosclerosis of ribs
8494,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Metaphyseal cupping of proximal phalanges
8495,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Distal femoral metaphyseal irregularity
8496,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Broad proximal phalanges of the hand
8497,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Abnormalities of the metaphyses of the hand
8498,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Distal femoral metaphyseal abnormality
8499,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Halitosis
8500,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Meconium stained amniotic fluid
8501,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Postterm pregnancy
8502,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Abnormal heart rate variability
8503,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Large sternal ossification centers
8504,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Distal widening of metacarpals
8505,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Bullet-shaped middle phalanges of the hand
8506,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Lumbar hemivertebrae
8507,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Thin metatarsal cortices
8508,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Thin metacarpal cortices
8509,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Paroxysmal nocturnal hemoglobinuria
8510,"Eagle-Barrett syndrome; Abdominal muscles, absence of, with urinary tract abnormality and cryptorchidism",same,Refractory macrocytic anemia
